Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
L,2682.3681168999265,61.902519313645854,0.2928309248683547,307.0881380567335,312.8639967918741,0,0,1,0,0,17388.227779478155,5.775858735140616,0.996417759529809
L,1296.8909050936982,55.37494011421664,238.48809550985138,301.44045831216715,305.0346936533988,0,1,0,1,0,7520.476043563194,3.594235341231638,0.9982748036163824
L,1996.399449807967,67.08342560568198,58.46305404509757,306.59630177649547,314.0638591779172,0,0,1,0,0,14024.626083305637,7.467557401421743,0.9990111677586304
M,1200.6559863237253,27.58693853010662,14.992529517241415,309.11681341518425,311.25443373633,0,1,0,0,0,3468.5720140647686,2.1376203211457323,0.9637502146073653
L,2388.592929449568,71.40781689866219,255.88979899259667,297.21013014723644,305.6700064598823,0,0,1,1,0,17861.441942259888,8.45987631264586,0.9999617982785935
L,2500.573358473687,39.623088114554434,275.94513502276635,305.1360838063821,314.7088164516992,1,0,1,0,0,10375.67925893256,9.572732645317103,0.6231280717705978
L,2256.8466677726756,62.896058499178224,51.55569651996012,307.6010848772714,306.6308402327292,0,1,1,0,0,14864.629951408026,-0.9702446445421629,0.9374209803391864
H,1281.8566194655596,52.89780097959384,59.71890432930783,299.9117734292216,300.8708198778662,0,1,0,0,0,7100.773940117005,0.9590464486445853,0.9874722382532358
M,2084.23822115304,75.95407113941157,13.1199432324083,295.5784412283726,312.9359866624874,0,0,1,0,0,16577.805150704957,17.357545434114797,0.9995637016622798
M,1614.1087467094806,69.677675835939,184.07169275156002,309.430046117212,310.866206202838,0,1,1,0,0,11777.552933876814,1.4361600856259997,0.99820641895628
M,2547.2500650899738,71.45026889537618,90.30908303049596,299.3087717280021,301.49619706673,0,0,1,0,0,19059.17367469135,2.1874253387279055,0.9999033710252673
M,1129.100311712784,43.14305517168792,78.5166357102857,300.9166639352907,306.28003793518633,0,1,0,0,0,5101.1963662844055,5.3633739998956,0.9702676350184348
L,1806.718742731869,68.69972540189707,126.52893178205579,305.9655436932927,311.9744136075228,0,0,1,0,0,12997.929260300885,6.008869914230104,0.9991213726169061
M,1117.4168248618055,78.66466584269936,201.73492135225342,303.2850935126069,314.2399696583184,0,0,1,1,0,9204.994351951553,10.954876145711467,0.999144629991209
H,2343.3312354973186,68.42902859478558,210.29150833972,296.05840283878825,310.3115342516779,0,0,1,1,0,16792.00961923771,14.253131412889672,0.9989201891043981
L,1992.288207840325,59.9114443800208,273.8354413531705,298.19580230618266,304.2213183791331,1,0,1,1,0,12499.440464972817,6.025516072950438,0.9971557692964185
H,2728.1707156043794,76.39846870909071,109.80016484411279,304.23013835323655,303.54310011522256,0,0,1,0,0,21826.535932012426,-0.6870382380139972,0.9999184020238767
H,1149.0259256706274,75.79303839356004,56.784646881509545,307.31753098730354,303.27274922961544,0,1,1,0,0,9119.851427765103,-4.044781757688099,0.9981375129076036
M,1824.852714566308,74.26732386941885,207.29458769522893,301.89915421595157,308.9516153523472,0,0,1,1,0,14192.346666903031,7.052461136395607,0.9994077758128221
H,1727.7470730371451,67.97777750445151,197.57539923579847,297.9133302393498,310.97982998466796,0,0,1,1,0,12299.168327545254,13.06649974531814,0.998853698593973
L,1456.548740814902,75.26188199473901,36.36331095796891,305.44517190352775,305.21729885014685,0,1,1,0,0,11479.651770067998,-0.2278730533809039,0.9974445999091637
M,1381.9292302032934,66.86389935329207,0.04865891368586617,296.5876311080082,307.5347923556702,0,0,1,0,0,9676.228624196043,10.947161247661995,0.997738873041976
M,1013.9600224776091,37.1106159431896,83.64224325374983,306.74395005023,311.9648281417861,0,1,0,0,0,3940.466257273561,5.220878091556074,0.9903160562708834
M,2026.6341430188886,51.81262102802061,272.7560076096099,298.7355474258721,302.1607739823339,1,0,1,1,0,10996.121638318144,3.425226556461837,0.9369136692420308
M,1101.9027801650793,21.100988936307445,63.55606820969321,305.1383448019665,305.5297882939499,0,1,0,0,0,2434.8639886650785,0.3914434919833525,0.9705523373299837
M,1614.609494883313,39.820077307069774,262.92540213761276,306.5338400972912,314.72367553664924,1,0,0,0,0,6732.838835953235,8.189835439358035,0.7015170937842613
M,1133.7022380728024,70.97261583565184,252.89975242743816,302.14084356522727,310.9950227670694,0,1,0,1,0,8425.941397277391,8.8541792018421,0.9997051465715173
L,2524.424760911139,71.05855499624705,264.20082397099344,302.98752114578974,314.8919392306756,0,0,1,1,0,18784.836568927432,11.904418084885833,0.9999777397266797
M,1263.5226169161822,34.53012191887985,191.96624030761134,296.75550316973266,302.4215457732691,0,1,0,0,0,4568.879981753207,5.666042603536425,0.9790705377683806
L,2665.1115596819254,61.63695964468114,245.17493945575518,303.80254311898705,308.4095315096053,0,0,1,1,0,17202.248582569384,4.606988390618255,0.9995741658664606
M,1340.4043447677127,77.48636756106046,158.48195028337042,300.0813403798709,305.85611047863404,0,1,1,1,0,10876.514600737568,5.774770098763156,0.9995138488532128
H,1250.8468725231824,52.64611490523435,234.00258228735424,302.1699654353502,305.69826563747296,0,1,0,0,0,6896.02920906303,3.5283002021227503,0.9979422044819106
L,1032.9486862578824,46.54398505313009,158.10562435771828,304.297278391854,305.2691263817127,0,1,0,0,0,5034.669075706672,0.971847989858702,0.995243914192917
M,2683.7629082649783,77.71123488494344,61.50750660404414,306.08347975271715,305.82075695900556,0,0,1,0,0,21840.198162455425,-0.262722793711589,0.9998491506121304
L,1220.3416906403168,75.03843072361614,38.737824402461165,297.2744445305552,310.1368620161346,0,0,1,0,0,9589.452436860061,12.862417485579442,0.9648819073451322
M,2325.9659860214933,68.0233086970593,65.17512861215111,296.6572657470718,312.12936039040727,0,0,1,0,0,16568.749422446414,15.472094643335481,0.987890944721971
M,1171.1167990764197,73.41829870364194,250.1819382240699,309.5472304635716,313.50646237372564,0,1,1,1,0,9003.95146401457,3.959231910154017,0.9997267397283813
M,1215.002502497521,31.443820181484305,252.40063281929523,309.9377325810693,306.5109287606146,1,1,0,0,0,4000.747056756141,-3.4268038204547224,0.9463755414534933
H,1023.5701612466348,79.0941258666289,272.5863321087533,304.38755240995016,305.0687131457771,1,1,1,1,0,8477.942479007386,0.6811607358269498,0.9996313770726372
M,1043.6137253977572,74.81158108713404,142.69425874626108,301.8711355852933,302.10207116098024,0,1,0,0,0,8175.931299450808,0.23093557568694223,0.9985236243490238
H,2177.5499350812916,73.9697036747316,251.55854732105269,301.15959599826505,314.50198540627605,0,0,1,1,0,16867.4961545588,13.342389408011002,0.9999614622996672
M,1696.6373656841988,71.18633795929891,120.16023852454141,306.7676576653792,311.3607081556488,0,1,1,0,0,12647.77984707159,4.593050490269604,0.9996098548317829
M,1320.8583958129066,39.009857656787545,153.7445488035527,308.78074872149944,301.2649363397905,0,1,0,0,0,5395.84225330271,-7.51581238170894,0.9815519206270458
L,1440.6188414932767,21.27811844083967,270.6158169951444,299.84154890735647,310.6659206422054,1,0,0,0,0,3210.0435946141583,10.82437173484891,0.5039450771628364
H,1854.036777660435,74.16771771809684,2.7924377854965376,298.94908678308786,314.8756847997442,0,0,1,0,0,14399.979635472959,15.926598016656328,0.9995956715907728
M,2382.2590562264777,70.09395626267226,274.9291211982381,299.4108377523923,312.5943002944552,0,0,1,1,0,17486.310179830965,13.183462542062898,0.9999150556199105
M,2014.6702841616575,59.99262646783657,40.59044791546136,307.7161228037269,307.99995867000484,0,1,1,0,0,12656.99109156513,0.2838358662779683,0.634789640981327
L,2397.8542278246455,68.13127961790947,67.18496835859561,298.7697310066701,313.25661861651565,0,0,1,0,0,17107.94878093302,14.486887609845553,0.9937589525701183
L,1426.7160975682546,72.72567895838807,97.5109979786613,308.19107008562315,314.21699232966205,0,1,1,0,0,10865.606272394489,6.025922244038895,0.9996723272537843
M,1299.5971330462426,72.25119704909963,38.266064508765524,298.90015240017465,310.23993783774966,0,0,1,0,0,9832.917817906233,11.339785437575017,0.9990178935541424
M,2328.288423777786,66.4524626678683,258.2521269845031,301.5110059254489,304.24923411719914,0,0,1,1,0,16202.292826032257,2.7382281917502382,0.9998602935651657
H,1167.972158055806,48.99718656105786,258.22193680786097,295.6054745753939,302.3823254898401,1,1,0,1,0,5992.834049493818,6.776850914446243,0.9977166599211175
H,1444.378036137632,77.30298871188876,25.09536727059392,296.16782709242653,303.8183573137151,0,0,1,0,0,11692.45692846399,7.650530221288591,0.9960421306588988
M,1511.4324225955372,77.04513750622657,128.37259217709683,306.18907948358986,311.11873745456654,0,1,1,0,0,12194.460375950062,4.9296579709766775,0.9996068622401456
H,2534.9563010079964,26.476796579642816,207.10787227686367,300.32187999887026,302.7076704742786,0,0,1,0,0,7028.530501596293,2.385790475408328,0.6248659859165232
H,1043.8455924285995,38.92121222582019,154.35729803431715,307.8519445756452,307.21385170693526,0,1,0,0,0,4254.52654759229,-0.6380928687099185,0.9875875910385006
M,2766.3848649823576,63.58597395862873,119.9183612170145,303.78880183763664,314.9486567675219,0,0,1,0,0,18420.54798582317,11.159854929885284,0.9967091081914514
H,1031.7818381245038,73.99146463311271,167.1800087317584,301.15031285278724,307.0032929751784,0,1,0,1,0,7994.625436651494,5.852980122391159,0.9979765329821937
L,1252.5623420383063,39.77728592860098,189.92400448101836,302.3291993890205,305.8853066151763,0,1,0,0,0,5217.507905057435,3.5561072261558024,0.9841675327759676
M,1672.763576647275,51.78339445717873,279.8320968793616,296.99145654311525,301.0922017786777,1,1,1,1,0,9070.9692957418,4.100745235562442,0.8706249841552156
L,2247.3242542642156,68.29154259667311,249.33519676205884,297.41852157487716,309.40934649826494,0,0,1,1,0,16071.680114265188,11.990824923387777,0.9999282851625592
M,1726.7621638110543,63.248440110595475,133.50914062238883,296.11371028660295,306.86036644230296,0,0,1,0,0,11436.969448485332,10.746656155700009,0.9857405753601355
H,2423.162148512385,72.17245349427324,127.5986998832794,308.16817918959276,313.4215091757307,0,0,1,0,0,18313.97275249516,5.253329986137942,0.9999643254422419
L,1622.2935512210445,62.055768954723966,116.3780410609393,295.64596516503303,306.2962534682414,0,0,1,0,0,10542.417746667561,10.650288303208356,0.9862428878647264
L,1413.3225207242888,50.79074377606578,246.2013161420072,299.67835884516523,310.33831126270866,0,0,0,1,0,7517.171697436503,10.659952417543423,0.9477091272304595
H,2760.030272717762,72.9864781848159,141.1108052673214,300.9968052604562,310.2656517653227,0,0,1,0,0,21095.259476466388,9.268846504866474,0.9998836952575582
H,1057.036169793695,57.65738711882723,179.99024405580911,305.22765449854006,305.7476736092771,0,1,0,0,0,6382.244293559008,0.5200191107370529,0.9964449903032198
M,1040.81700905942,70.18655370837268,178.76780147845378,306.9793530964908,308.2767385348637,0,1,0,0,0,7649.920415892798,1.297385438372885,0.9960806669171797
H,1294.098444180919,27.94504635593534,128.98711396614033,300.3474285442435,307.0071885320215,0,1,0,0,0,3787.047630988843,6.6597599877779885,0.9984486633912015
L,1299.7890691836883,68.80839632724788,16.274990745443905,303.08156294533205,310.71167293858474,0,1,1,0,0,9365.758054880274,7.630109993252688,0.9993403710942563
L,2778.8864451129475,40.07036114812676,268.2371611751437,308.6586266054543,313.12181975748973,0,0,1,0,0,11660.647718726144,4.463193152035444,0.6358551972554243
H,1304.1566709379726,70.42081959796717,154.56985962302318,309.13479347653833,310.0875164623973,0,1,1,0,0,9617.439444799455,0.9527229858589408,0.9997160942224931
L,1233.7493779433194,32.40463465288566,242.59006582717817,304.0501878028424,307.01175559001143,0,1,0,0,0,4186.611808258909,2.961567787169031,0.9066012042372098
H,2742.2822570792796,61.258813036533795,220.52607665017857,304.62839664433034,306.2833145774169,0,0,1,0,0,17591.762343486396,1.6549179330865513,0.9969371293783247
H,2599.1801316347673,27.26236923085395,270.195202477235,300.21916956700596,309.8615695970238,1,0,1,0,0,7420.421788304376,9.642400030017825,0.6786367136452157
H,2429.243159250626,53.1827893575774,225.11975540805028,302.38584362052717,306.8873505527703,0,0,1,0,0,13529.156423180848,4.501506932243103,0.9265984822343382
H,2599.886784535556,26.34798314231795,229.8431944973643,307.9401945727946,302.61503715478307,0,1,1,0,0,7173.48891171683,-5.325157418011543,0.6548809569857604
H,2133.8183581636777,71.40339720504865,37.85300558622322,299.2465565782867,303.3637923131311,0,0,1,0,0,15955.298741324963,4.117235734844428,0.9987185773071509
H,2161.763137592347,70.51224764575386,269.8804934736864,297.76781938667716,304.65938973914655,0,0,1,1,0,15962.513714424882,6.891570352469387,0.9998747697880522
L,1134.89967191604,67.25434799069242,157.97904606765596,297.5640419885769,305.56581993208783,0,1,0,0,0,7992.938200846328,8.001777943510945,0.9680047091549828
H,1417.6077182493175,78.94035203797495,243.68964813693032,300.98034497337346,310.9920595090466,0,0,1,1,0,11718.816284344291,10.01171453567315,0.9999328639958605
M,1360.9459806424456,46.171601130506104,262.8772751873059,308.46730838607016,307.8022717248521,1,1,0,0,0,6580.28100977744,-0.6650366612180392,0.9966905513115497
L,2063.208345985827,66.36526951025132,66.536023679453,304.44133568425025,309.1098300084662,0,0,1,0,0,14338.792047245135,4.668494324215942,0.9907360567694722
M,2526.1487779812214,69.6538783339771,58.8306379971292,295.28455705980383,303.34059112362513,0,0,1,0,0,18426.075476800484,8.0560340638213,0.9991155108263525
H,1641.9098165475586,47.72926522430083,253.41289678947703,309.8964160215572,312.81963612108774,1,1,0,0,0,8206.58866405558,2.9232200995305675,0.9784328240135702
H,2036.6162984377838,66.0444711031085,206.59229356487117,297.76656751854176,314.43389928462386,0,0,1,1,0,14085.565891244962,16.6673317660821,0.9983742049438795
L,1773.218589051794,74.38972667557032,18.097604785296276,304.4335089501957,311.47176970730607,0,0,1,0,0,13813.503957528106,7.038260757110379,0.9991311274710964
L,1208.5470291113033,26.7288421650357,231.94503784257256,302.35568810882256,300.98304490949363,0,1,0,0,0,3382.768824998332,-1.3726431993289339,0.9895636633505064
H,1187.2530948686863,20.668647145106736,235.4488335335578,306.3680355187116,302.8811946867666,1,1,0,0,0,2569.7092000475022,-3.486840831945017,0.9936244706686871
L,1015.8318579973434,38.38690925091463,189.28857277688223,299.3452231966016,303.3093959820363,0,1,0,0,0,4083.5097117296446,3.964172785434698,0.9866636107701331
M,1283.2420407548523,42.07144503114187,206.4520321970704,299.51785298749127,304.91862155745787,0,1,0,0,0,5653.594115106617,5.400768569966601,0.9404952216102801
H,1742.0970354429064,68.71242856238152,5.638562503303732,303.60817020430505,309.19329642782355,0,0,1,0,0,12535.344045989506,5.5851262235185,0.9941763575394327
H,2552.311774294297,78.18359731510624,215.50749372087805,295.20989269803835,301.7123512012631,0,0,1,1,0,20896.713616241144,6.502458503224773,0.9999018809639482
M,2636.389620440462,39.20831372858413,266.97310639703886,306.16667549643233,307.28175488291686,1,0,1,0,0,10824.712629181742,1.115079386484524,0.7057246688055048
M,2551.5398427432974,74.54332151890497,255.25912890038285,306.8341280296683,306.98082608727213,0,0,1,1,0,19917.724113254957,0.14669805760382815,0.9999720590171437
H,1269.4394052480502,60.85457048574141,269.55212746214744,297.58081507204344,308.9617160342389,1,0,0,1,0,8089.725674793172,11.380900962195483,0.9954433544366088
L,1293.9469336615657,20.971032127801607,86.93059473526674,308.6441433985632,304.51789721226487,0,1,0,0,0,2841.6127276485963,-4.126246186298317,0.9932432061177153
M,1626.7284196127505,59.92614281617135,201.455859298961,300.97641372156164,303.3532821754822,0,1,1,0,0,10208.454489173679,2.376868453920565,0.8663423488125517
M,2471.4058717621338,75.46583596583386,268.31248833448734,298.87132505201674,310.469306211811,0,0,1,1,0,19530.9370122958,11.597981159794244,0.9999611541080657
L,1071.4975593036404,49.23931336736375,6.5764500549279425,309.49383719187375,301.4015697837317,0,1,0,0,0,5524.99376498097,-8.09226740814205,0.9932348094576399
H,2282.2077285766545,66.19663740793902,263.8416129651782,307.25480126457694,310.1500688429371,0,0,1,1,0,15820.482288440473,2.8952675783601762,0.9999100494954735
H,2707.3720117789917,56.09639568600559,238.0948708378906,299.9558772035795,302.81848572729234,0,0,1,0,0,15904.188364236568,2.8626085237128223,0.9929900797396735
L,1118.4262673543133,56.917279033830354,216.28583866376664,299.11957523110516,305.3899855971508,0,1,0,1,0,6666.227126544548,6.270410366045667,0.9986402276461871
L,1992.8765010156776,68.69742571825834,83.4443407538958,301.97242184944116,307.1149848282408,0,0,1,0,0,14336.70890501743,5.142562978799617,0.9945997548793422
H,1781.5533101961144,77.29695182196352,136.670903817357,297.1970636118934,309.13305595506125,0,0,1,0,0,14420.815099134385,11.935992343167868,0.9997719785103846
